Industry_NAICS6_Make,Industry_NAICS6_Make_desc,Industry_NAICS6_CBP,Industry_NAICS6_CBP_desc,Commodity_SCTG,Commodity_SCTG_desc,Proportion
336350,Motor vehicle transmission and power train parts manufacturing,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,36,Motorized vehicles,1
336360,Motor vehicle seating and interior trim manufacturing,336360,Motor Vehicle Seating and Interior Trim Manufacturing,36,Motorized vehicles,1
336370,Motor vehicle metal stamping,336370,Motor Vehicle Metal Stamping,36,Motorized vehicles,1
336390,Other motor vehicle parts manufacturing,336391,Motor Vehicle Air-Conditioning Manufacturing,36,Motorized vehicles,1
336390,Other motor vehicle parts manufacturing,336399,All Other Motor Vehicle Parts Manufacturing,36,Motorized vehicles,1
3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,36,Motorized vehicles,1
3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",336340,Motor Vehicle Brake System Manufacturing,36,Motorized vehicles,1
336411,Aircraft manufacturing,336411,Aircraft Manufacturing,37,Transport equip.,1
336412,Aircraft engine and engine parts manufacturing,336412,Aircraft Engine and Engine Parts Manufacturing,34,Machinery,1
336413,Other aircraft parts and auxiliary equipment manufacturing,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,36,Motorized vehicles,1
336414,Guided missile and space vehicle manufacturing,336414,Guided Missile and Space Vehicle Manufacturing,37,Transport equip.,1
33641A,Propulsion units and parts for space vehicles and guided missiles,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,34,Machinery,0.5
33641A,Propulsion units and parts for space vehicles and guided missiles,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,36,Motorized vehicles,0.5
336500,Railroad rolling stock manufacturing,336510,Railroad Rolling Stock Manufacturing,36,Motorized vehicles,1
336611,Ship building and repairing,336611,Ship Building and Repairing,37,Transport equip.,1
336612,Boat building,336612,Boat Building,37,Transport equip.,1
336991,"Motorcycle, bicycle, and parts manufacturing",336991,"Motorcycle, Bicycle, and Parts Manufacturing",29,Printed prods.,1
336992,"Military armored vehicle, tank, and tank component manufacturing",336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",36,Motorized vehicles,1
336999,All other transportation equipment manufacturing,336999,All Other Transportation Equipment Manufacturing,36,Motorized vehicles,1
337110,Wood kitchen cabinet and countertop manufacturing,337110,Wood Kitchen Cabinet and Countertop Manufacturing,39,Furniture,1
337121,Upholstered household furniture manufacturing,337121,Upholstered Household Furniture Manufacturing,39,Furniture,1
337122,Nonupholstered wood household furniture manufacturing,337122,Nonupholstered Wood Household Furniture Manufacturing,39,Furniture,1
337127,Institutional furniture manufacturing,337127,Institutional Furniture Manufacturing,39,Furniture,1
33712A,Other household nonupholstered furniture,337129,"Wood Television, Radio, and Sewing Machine Cabinet Manufacturing",34,Machinery,0.5
33712A,Other household nonupholstered furniture,337124,Metal Household Furniture Manufacturing,39,Furniture,0.5
33712A,Other household nonupholstered furniture,337125,Household Furniture (except Wood and Metal) Manufacturing,39,Furniture,0.5
337215,"Showcase, partition, shelving, and locker manufacturing",337215,"Showcase, Partition, Shelving, and Locker Manufacturing",39,Furniture,1
33721A,Office furniture and custom architectural woodwork and millwork manufacturing,337214,Office Furniture (except Wood) Manufacturing,33,Articles-base metal,0.5
33721A,Office furniture and custom architectural woodwork and millwork manufacturing,337211,Wood Office Furniture Manufacturing,39,Furniture,0.5
33721A,Office furniture and custom architectural woodwork and millwork manufacturing,337212,Custom Architectural Woodwork and Millwork Manufacturing,39,Furniture,0.5
337900,Other furniture related product manufacturing,337920,Blind and Shade Manufacturing,33,Articles-base metal,0.5
337900,Other furniture related product manufacturing,337910,Mattress Manufacturing,39,Furniture,0.5
339112,Surgical and medical instrument manufacturing,339112,Surgical and Medical Instrument Manufacturing,38,Precision instruments,1
339113,Surgical appliance and supplies manufacturing,339113,Surgical Appliance and Supplies Manufacturing,38,Precision instruments,1
339114,Dental equipment and supplies manufacturing,339114,Dental Equipment and Supplies Manufacturing,21,Pharmaceuticals,1
339115,Ophthalmic goods manufacturing,339115,Ophthalmic Goods Manufacturing,38,Precision instruments,1
339116,Dental laboratories,339116,Dental Laboratories,38,Precision instruments,1
339910,Jewelry and silverware manufacturing,339914,Costume Jewelry and Novelty Manufacturing,31,Nonmetal min. prods.,0.5
339910,Jewelry and silverware manufacturing,339911,Jewelry (except Costume) Manufacturing,40,Misc. mfg. prods.,0.5
339910,Jewelry and silverware manufacturing,339912,Silverware and Hollowware Manufacturing,40,Misc. mfg. prods.,0.5
339910,Jewelry and silverware manufacturing,339913,Jewelers' Material and Lapidary Work Manufacturing,40,Misc. mfg. prods.,0.5
339920,Sporting and athletic goods manufacturing,339920,Sporting and Athletic Goods Manufacturing,24,Plastics/rubber,1
339930,"Doll, toy, and game manufacturing",339931,Doll and Stuffed Toy Manufacturing,40,Misc. mfg. prods.,1
339930,"Doll, toy, and game manufacturing",339932,"Game, Toy, and Children's Vehicle Manufacturing",40,Misc. mfg. prods.,1
339940,Office supplies (except paper) manufacturing,339944,Carbon Paper and Inked Ribbon Manufacturing,27,Newsprint/paper,0.5
339940,Office supplies (except paper) manufacturing,339941,Pen and Mechanical Pencil Manufacturing,40,Misc. mfg. prods.,0.5
339940,Office supplies (except paper) manufacturing,339942,Lead Pencil and Art Good Manufacturing,40,Misc. mfg. prods.,0.5
339940,Office supplies (except paper) manufacturing,339943,Marking Device Manufacturing,40,Misc. mfg. prods.,0.5
339950,Sign manufacturing,339950,Sign Manufacturing,40,Misc. mfg. prods.,1
339990,All other miscellaneous manufacturing,339991,"Gasket, Packing, and Sealing Device Manufacturing",24,Plastics/rubber,0.25
339990,All other miscellaneous manufacturing,339992,Musical Instrument Manufacturing,33,Articles-base metal,0.25
339990,All other miscellaneous manufacturing,339993,"Fastener, Button, Needle, and Pin Manufacturing",34,Machinery,0.25
339990,All other miscellaneous manufacturing,339994,"Broom, Brush, and Mop Manufacturing",40,Misc. mfg. prods.,0.25
339990,All other miscellaneous manufacturing,339995,Burial Casket Manufacturing,40,Misc. mfg. prods.,0.25
339990,All other miscellaneous manufacturing,339999,All Other Miscellaneous Manufacturing,40,Misc. mfg. prods.,0.25
420000,Wholesale trade,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423130,Tire and Tube Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423210,Furniture Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423220,Home Furnishing Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",0,NA,0
420000,Wholesale trade,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",0,NA,0
420000,Wholesale trade,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0,NA,0
420000,Wholesale trade,423390,Other Construction Material Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423410,Photographic Equipment and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423420,Office Equipment Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423440,Other Commercial Equipment Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0,NA,0
420000,Wholesale trade,423460,Ophthalmic Goods Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423490,Other Professional Equipment and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423510,Metal Service Centers and Other Metal Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423520,Coal and Other Mineral and Ore Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",0,NA,0
420000,Wholesale trade,423620,"Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers - except electric water heaters",0,NA,0
420000,Wholesale trade,423690,Other Electronic Parts and Equipment Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423710,Hardware Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers - gas household appliances,0,NA,0
420000,Wholesale trade,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423830,Industrial Machinery and Equipment Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423840,Industrial Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423930,Recyclable Material Merchant Wholesalers,0,NA,0
420000,Wholesale trade,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0,NA,0
420000,Wholesale trade,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424110,Printing and Writing Paper Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424120,Stationery and Office Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424130,Industrial and Personal Service Paper Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0,NA,0
420000,Wholesale trade,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",0,NA,0
420000,Wholesale trade,424340,Footwear Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424410,General Line Grocery Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424420,Packaged Frozen Food Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424440,Poultry and Poultry Product Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424450,Confectionery Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424460,Fish and Seafood Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424470,Meat and Meat Product Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424480,Fresh Fruit and Vegetable Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424490,Other Grocery and Related Products Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424510,Grain and Field Bean Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424520,Livestock Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424590,Other Farm Product Raw Material Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424690,Other Chemical and Allied Products Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424710,Petroleum Bulk Stations and Terminals,0,NA,0
420000,Wholesale trade,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),0,NA,0
420000,Wholesale trade,424810,Beer and Ale Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424910,Farm Supplies Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",0,NA,0
420000,Wholesale trade,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",0,NA,0
420000,Wholesale trade,424940,Tobacco and Tobacco Product Merchant Wholesalers,0,NA,0
420000,Wholesale trade,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",0,NA,0
420000,Wholesale trade,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,0,NA,0
420000,Wholesale trade,425110,Business to Business Electronic Markets,0,NA,0
420000,Wholesale trade,425120,Wholesale Trade Agents and Brokers,0,NA,0
441000,Motor vehicle and parts dealers,441110,New Car Dealers,0,NA,0
441000,Motor vehicle and parts dealers,441120,Used Car Dealers,0,NA,0
441000,Motor vehicle and parts dealers,441210,Recreational Vehicle Dealers,0,NA,0
441000,Motor vehicle and parts dealers,441221,"Motorcycle, ATV, and Personal Watercraft Dealers",0,NA,0
441000,Motor vehicle and parts dealers,441222,Boat Dealers,0,NA,0
441000,Motor vehicle and parts dealers,441229,All Other Motor Vehicle Dealers,0,NA,0
441000,Motor vehicle and parts dealers,441310,Automotive Parts and Accessories Stores,0,NA,0
441000,Motor vehicle and parts dealers,441320,Tire Dealers,0,NA,0
445000,Food and beverage stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,0,NA,0
445000,Food and beverage stores,445120,Convenience Stores,0,NA,0
445000,Food and beverage stores,445210,Meat Markets,0,NA,0
445000,Food and beverage stores,445220,Fish and Seafood Markets,0,NA,0
445000,Food and beverage stores,445230,Fruit and Vegetable Markets,0,NA,0
445000,Food and beverage stores,445291,Baked Goods Stores,0,NA,0
445000,Food and beverage stores,445292,Confectionery and Nut Stores,0,NA,0
445000,Food and beverage stores,445299,All Other Specialty Food Stores,0,NA,0
445000,Food and beverage stores,445310,"Beer, Wine, and Liquor Stores",0,NA,0
452000,General merchandise stores,452111,Department Stores (except Discount Department Stores),0,NA,0
452000,General merchandise stores,452112,Discount Department Stores,0,NA,0
452000,General merchandise stores,452910,Warehouse Clubs and Supercenters,0,NA,0
452000,General merchandise stores,452990,All Other General Merchandise Stores,0,NA,0
481000,Air transportation,481111,Scheduled Passenger Air Transportation,0,NA,0
481000,Air transportation,481112,Scheduled Freight Air Transportation,0,NA,0
481000,Air transportation,481211,Nonscheduled Chartered Passenger Air Transportation,0,NA,0
481000,Air transportation,481212,Nonscheduled Chartered Freight Air Transportation,0,NA,0
481000,Air transportation,481219,Other Nonscheduled Air Transportation,0,NA,0
482000,Rail transportation,482111,Line-Haul Railroads,0,NA,0
482000,Rail transportation,482112,Short Line Railroads,0,NA,0
483000,Water transportation,483111,Deep Sea Freight Transportation,0,NA,0
483000,Water transportation,483112,Deep Sea Passenger Transportation,0,NA,0
483000,Water transportation,483113,Coastal and Great Lakes Freight Transportation,0,NA,0
483000,Water transportation,483114,Coastal and Great Lakes Passenger Transportation,0,NA,0
483000,Water transportation,483211,Inland Water Freight Transportation,0,NA,0
483000,Water transportation,483212,Inland Water Passenger Transportation,0,NA,0
484000,Truck transportation,484110,"General Freight Trucking, Local",0,NA,0
484000,Truck transportation,484121,"General Freight Trucking, Long-Distance, Truckload",0,NA,0
484000,Truck transportation,484122,"General Freight Trucking, Long-Distance, Less Than Truckload",0,NA,0
484000,Truck transportation,484210,Used Household and Office Goods Moving,0,NA,0
484000,Truck transportation,484220,"Specialized Freight (except Used Goods) Trucking, Local",0,NA,0
484000,Truck transportation,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",0,NA,0
485000,Transit and ground passenger transportation,485111,Mixed Mode Transit Systems,0,NA,0
485000,Transit and ground passenger transportation,485112,Commuter Rail Systems,0,NA,0
485000,Transit and ground passenger transportation,485113,Bus and Other Motor Vehicle Transit Systems,0,NA,0
485000,Transit and ground passenger transportation,485119,Other Urban Transit Systems,0,NA,0
485000,Transit and ground passenger transportation,485210,Interurban and Rural Bus Transportation,0,NA,0
485000,Transit and ground passenger transportation,485310,Taxi Service,0,NA,0
485000,Transit and ground passenger transportation,485320,Limousine Service,0,NA,0
485000,Transit and ground passenger transportation,485410,School and Employee Bus Transportation,0,NA,0
485000,Transit and ground passenger transportation,485510,Charter Bus Industry,0,NA,0
485000,Transit and ground passenger transportation,485991,Special Needs Transportation,0,NA,0
485000,Transit and ground passenger transportation,485999,All Other Transit and Ground Passenger Transportation,0,NA,0
486000,Pipeline transportation,486110,Pipeline Transportation of Crude Oil,0,NA,0
486000,Pipeline transportation,486210,Pipeline Transportation of Natural Gas,0,NA,0
486000,Pipeline transportation,486910,Pipeline Transportation of Refined Petroleum Products,0,NA,0
486000,Pipeline transportation,486990,All Other Pipeline Transportation,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,487110,"Scenic and Sightseeing Transportation, Land",0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,487210,"Scenic and Sightseeing Transportation, Water",0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,487990,"Scenic and Sightseeing Transportation, Other",0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488111,Air Traffic Control,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488119,Other Airport Operations,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488190,Other Support Activities for Air Transportation,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488210,Support Activities for Rail Transportation,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488310,Port and Harbor Operations,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488320,Marine Cargo Handling,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488330,Navigational Services to Shipping,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488390,Other Support Activities for Water Transportation,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488410,Motor Vehicle Towing,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488490,Other Support Activities for Road Transportation,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488510,Freight Transportation Arrangement,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488991,Packing and Crating,0,NA,0
48A000,Scenic and sightseeing transportation and support activities for transportation,488999,All Other Support Activities for Transportation,0,NA,0
491000,Postal service,491110,Postal Service,0,NA,0
492000,Couriers and messengers,492110,Couriers and Express Delivery Services,0,NA,0
492000,Couriers and messengers,492210,Local Messengers and Local Delivery,0,NA,0
492000,Couriers and messengers,493110,General Warehousing and Storage,0,NA,0
492000,Couriers and messengers,493120,Refrigerated Warehousing and Storage,0,NA,0
492000,Couriers and messengers,493130,Farm Product Warehousing and Storage,0,NA,0
492000,Couriers and messengers,493190,Other Warehousing and Storage,0,NA,0
4A0000,Other retail,442110,Furniture Stores,0,NA,0
4A0000,Other retail,442210,Floor Covering Stores,0,NA,0
4A0000,Other retail,442291,Window Treatment Stores,0,NA,0
4A0000,Other retail,442299,All Other Home Furnishings Stores,0,NA,0
4A0000,Other retail,443111,Household Appliance Stores,0,NA,0
4A0000,Other retail,443112,"Radio, Television, and Other Electronics Stores",0,NA,0
4A0000,Other retail,443120,Computer and Software Stores,0,NA,0
4A0000,Other retail,443130,Camera and Photographic Supplies Stores,0,NA,0
4A0000,Other retail,444110,Home Centers,0,NA,0
4A0000,Other retail,444120,Paint and Wallpaper Stores,0,NA,0
4A0000,Other retail,444130,Hardware Stores,0,NA,0
4A0000,Other retail,444190,Other Building Material Dealers,0,NA,0
4A0000,Other retail,444210,Outdoor Power Equipment Stores,0,NA,0
4A0000,Other retail,444220,"Nursery, Garden Center, and Farm Supply Stores",0,NA,0
4A0000,Other retail,446110,Pharmacies and Drug Stores,0,NA,0
4A0000,Other retail,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",0,NA,0
4A0000,Other retail,446130,Optical Goods Stores,0,NA,0
4A0000,Other retail,446191,Food (Health) Supplement Stores,0,NA,0
4A0000,Other retail,446199,All Other Health and Personal Care Stores,0,NA,0
4A0000,Other retail,447110,Gasoline Stations with Convenience Stores,0,NA,0
4A0000,Other retail,447190,Other Gasoline Stations,0,NA,0
4A0000,Other retail,448110,Men's Clothing Stores,0,NA,0
4A0000,Other retail,448120,Women's Clothing Stores,0,NA,0
4A0000,Other retail,448130,Children's and Infants' Clothing Stores,0,NA,0
4A0000,Other retail,448140,Family Clothing Stores,0,NA,0
4A0000,Other retail,448150,Clothing Accessories Stores,0,NA,0
4A0000,Other retail,448190,Other Clothing Stores,0,NA,0
4A0000,Other retail,448210,Shoe Stores,0,NA,0
4A0000,Other retail,448310,Jewelry Stores,0,NA,0
4A0000,Other retail,448320,Luggage and Leather Goods Stores,0,NA,0
4A0000,Other retail,451110,Sporting Goods Stores,0,NA,0
4A0000,Other retail,451120,"Hobby, Toy, and Game Stores",0,NA,0
4A0000,Other retail,451130,"Sewing, Needlework, and Piece Goods Stores",0,NA,0
4A0000,Other retail,451140,Musical Instrument and Supplies Stores,0,NA,0
4A0000,Other retail,451211,Book Stores,0,NA,0
4A0000,Other retail,451212,News Dealers and Newsstands,0,NA,0
4A0000,Other retail,451220,"Prerecorded Tape, Compact Disc, and Record Stores",0,NA,0
4A0000,Other retail,453110,Florists,0,NA,0
4A0000,Other retail,453210,Office Supplies and Stationery Stores,0,NA,0
4A0000,Other retail,453220,"Gift, Novelty, and Souvenir Stores",0,NA,0
4A0000,Other retail,453310,Used Merchandise Stores,0,NA,0
4A0000,Other retail,453910,Pet and Pet Supplies Stores,0,NA,0
4A0000,Other retail,453920,Art Dealers,0,NA,0
4A0000,Other retail,453930,Manufactured (Mobile) Home Dealers,0,NA,0
4A0000,Other retail,453991,Tobacco Stores,0,NA,0
4A0000,Other retail,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),0,NA,0
4A0000,Other retail,454111,Electronic Shopping,0,NA,0
4A0000,Other retail,454112,Electronic Auctions,0,NA,0
4A0000,Other retail,454113,Mail-Order Houses,0,NA,0
4A0000,Other retail,454210,Vending Machine Operators,0,NA,0
4A0000,Other retail,454311,Heating Oil Dealers,0,NA,0
4A0000,Other retail,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,0,NA,0
4A0000,Other retail,454319,Other Fuel Dealers,0,NA,0
4A0000,Other retail,454390,Other Direct Selling Establishments,0,NA,0
511110,Newspaper publishers,511110,Newspaper Publishers,29,Printed prods.,1
511120,Periodical Publishers,511120,Periodical Publishers,29,Printed prods.,1
511130,Book publishers,511130,Book Publishers,29,Printed prods.,1
5111A0,"Directory, mailing list, and other publishers",511140,Directory and Mailing List Publishers,29,Printed prods.,1
5111A0,"Directory, mailing list, and other publishers",511191,Greeting Card Publishers,29,Printed prods.,1
5111A0,"Directory, mailing list, and other publishers",511199,All Other Publishers,29,Printed prods.,1
511200,Software publishers,511210,Software Publishers,0,NA,0
512100,Motion picture and video industries,512110,Motion Picture and Video Production,0,NA,0
512100,Motion picture and video industries,512120,Motion Picture and Video Distribution,0,NA,0
512100,Motion picture and video industries,512131,Motion Picture Theaters (except Drive-Ins),0,NA,0
512100,Motion picture and video industries,512132,Drive-In Motion Picture Theaters,0,NA,0
512100,Motion picture and video industries,512191,Teleproduction and Other Postproduction Services,0,NA,0
512100,Motion picture and video industries,512199,Other Motion Picture and Video Industries,0,NA,0
512200,Sound recording industries,512210,Record Production,0,NA,0
512200,Sound recording industries,512220,Integrated Record Production/Distribution,0,NA,0
512200,Sound recording industries,512230,Music Publishers,0,NA,0
512200,Sound recording industries,512240,Sound Recording Studios,0,NA,0
512200,Sound recording industries,512290,Other Sound Recording Industries,0,NA,0
515100,Radio and television broadcasting,515111,Radio Networks,0,NA,0
515100,Radio and television broadcasting,515112,Radio Stations,0,NA,0
515100,Radio and television broadcasting,515120,Television Broadcasting,0,NA,0
515200,Cable and other subscription programming,515210,Cable and Other Subscription Programming,0,NA,0
517110,Wired telecommunications carriers,517110,Wired Telecommunications Carriers,0,NA,0
517210,Wireless telecommunications carriers (except satellite),517210,Wireless Telecommunications Carriers (except Satellite),0,NA,0
517A00,"Satellite, telecommunications resellers, and all other telecommunications",517410,Satellite Telecommunications,0,NA,0
517A00,"Satellite, telecommunications resellers, and all other telecommunications",517911,Telecommunications Resellers,0,NA,0
517A00,"Satellite, telecommunications resellers, and all other telecommunications",517919,All Other Telecommunications,0,NA,0
518200,"Data processing, hosting, and related services",518210,"Data Processing, Hosting, and Related Services",0,NA,0
519130,Internet publishing and broadcasting and Web search portals,519130,Internet Publishing and Broadcasting and Web Search Portals,0,NA,0
5191A0,"News syndicates, libraries, archives and all other information services",519110,News Syndicates,0,NA,0
5191A0,"News syndicates, libraries, archives and all other information services",519120,Libraries and Archives,0,NA,0
5191A0,"News syndicates, libraries, archives and all other information services",519190,All Other Information Services,0,NA,0
522A00,Nondepository credit intermediation and related activities,522210,Credit Card Issuing,0,NA,0
522A00,Nondepository credit intermediation and related activities,522220,Sales Financing,0,NA,0
522A00,Nondepository credit intermediation and related activities,522291,Consumer Lending,0,NA,0
522A00,Nondepository credit intermediation and related activities,522292,Real Estate Credit,0,NA,0
522A00,Nondepository credit intermediation and related activities,522293,International Trade Financing,0,NA,0
522A00,Nondepository credit intermediation and related activities,522294,Secondary Market Financing,0,NA,0
522A00,Nondepository credit intermediation and related activities,522298,All Other Nondepository Credit Intermediation,0,NA,0
522A00,Nondepository credit intermediation and related activities,522310,Mortgage and Nonmortgage Loan Brokers,0,NA,0
522A00,Nondepository credit intermediation and related activities,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0,NA,0
522A00,Nondepository credit intermediation and related activities,522390,Other Activities Related to Credit Intermediation,0,NA,0
523900,Other financial investment activities,523910,Miscellaneous Intermediation,0,NA,0
523900,Other financial investment activities,523920,Portfolio Management,0,NA,0
523900,Other financial investment activities,523930,Investment Advice,0,NA,0
523900,Other financial investment activities,523991,"Trust, Fiduciary, and Custody Activities",0,NA,0
523900,Other financial investment activities,523999,Miscellaneous Financial Investment Activities,0,NA,0
523A00,Securities and commodity contracts intermediation and brokerage,523110,Investment Banking and Securities Dealing,0,NA,0
523A00,Securities and commodity contracts intermediation and brokerage,523120,Securities Brokerage,0,NA,0
523A00,Securities and commodity contracts intermediation and brokerage,523130,Commodity Contracts Dealing,0,NA,0
523A00,Securities and commodity contracts intermediation and brokerage,523140,Commodity Contracts Brokerage,0,NA,0
523A00,Securities and commodity contracts intermediation and brokerage,523210,Securities and Commodity Exchanges,0,NA,0
524100,Insurance carriers,524113,Direct Life Insurance Carriers,0,NA,0
524100,Insurance carriers,524114,Direct Health and Medical Insurance Carriers,0,NA,0
524100,Insurance carriers,524126,Direct Property and Casualty Insurance Carriers,0,NA,0
524100,Insurance carriers,524127,Direct Title Insurance Carriers,0,NA,0
524100,Insurance carriers,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",0,NA,0
524100,Insurance carriers,524130,Reinsurance Carriers,0,NA,0
524200,"Insurance agencies, brokerages, and related activities",524210,Insurance Agencies and Brokerages,0,NA,0
524200,"Insurance agencies, brokerages, and related activities",524291,Claims Adjusting,0,NA,0
524200,"Insurance agencies, brokerages, and related activities",524292,Third Party Administration of Insurance and Pension Funds,0,NA,0
524200,"Insurance agencies, brokerages, and related activities",524298,All Other Insurance Related Activities,0,NA,0
525000,"Funds, trusts, and other financial vehicles",525110,Pension Funds,0,NA,0
525000,"Funds, trusts, and other financial vehicles",525120,Health and Welfare Funds,0,NA,0
525000,"Funds, trusts, and other financial vehicles",525190,Other Insurance Funds,0,NA,0
